,streamflow_change,dprec,dT
0,43.4980287341193,34.869093513067284,5.2552330493927
1,25.712745675554878,22.99412590895188,5.2860331535339355
2,-1.6767125833574426,4.0560781512262425,6.592263221740723
3,-6.167388531683173,10.471550260104037,5.589908599853516
4,-19.07668813369942,8.259982362731272,5.516883850097656
5,-21.95540936937163,12.859970252515932,4.581066131591797
6,-26.098642042105453,0.2983709628750153,3.7581558227539062
7,-28.52204222371679,11.421388396007124,2.234539031982422
8,45.274687528268004,40.22883359940849,2.8534984588623047
9,39.20518278530112,18.165689526272068,3.610846519470215
10,31.88507606888391,34.00678106361348,4.750026226043701
11,38.97247576520599,38.401021424910034,5.421192646026611
